path,tipo_file,stato_git,tracked,categoria,prodotto_target,azione_futura,modalità_condivisione,decisione,dipendenze_principali,motivazione,note
docs/architecture/migrations/professionisti-m2-validation-report.md,documentazione,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,decisioni architetturali,"Documento di evidenza o revisione storica, non fonte normativa futura",Stato iniziale pulito
docs/architecture/migrations/professionisti-migration-plan.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,decisioni architetturali,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
docs/architecture/migrations/professionisti-validation-report.md,documentazione,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,decisioni architetturali,"Documento di evidenza o revisione storica, non fonte normativa futura",Stato iniziale pulito
docs/architecture/migrations/servizi-m8.2-validation-report.md,documentazione,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,decisioni architetturali,"Documento di evidenza o revisione storica, non fonte normativa futura",Stato iniziale pulito
docs/architecture/migrations/servizi-migration-plan.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,decisioni architetturali,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
docs/architecture/physical/01-principi-mapping.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,decisioni architetturali,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
docs/architecture/physical/02-reference-model.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,decisioni architetturali,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
docs/architecture/physical/03-convenzioni-architetturali.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,decisioni architetturali,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
docs/architecture/physical/04-quality-attributes.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,decisioni architetturali,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
docs/architecture/physical/architecture-baseline.md,documentazione,clean,true,CONDIVISO,Entrambi come baseline storica,DUPLICARE_POI_SPECIALIZZARE,DUPLICAZIONE_CONTROLLATA,DEFINITIVA,decisioni architetturali,Baseline architetturale comune al punto di separazione,Stato iniziale pulito
docs/architecture/physical/domain-dependency-map.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,decisioni architetturali,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
docs/architecture/physical/domain-mapping/appartenenze.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,decisioni architetturali,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
docs/architecture/physical/domain-mapping/collaborazioni.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,decisioni architetturali,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
docs/architecture/physical/domain-mapping/contenuti.md,documentazione,clean,true,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK_COMMERCIALI,,DEFINITIVA,decisioni architetturali,"Funzione prevalentemente editoriale; i collegamenti commerciali richiedono API read-only o duplicazione controllata",Stato iniziale pulito
docs/architecture/physical/domain-mapping/eventi.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_E_SCINDERE_EVENTI_EDITORIALI,,DEFINITIVA,decisioni architetturali,Evento potenzialmente commerciale o editoriale: richiede tassonomia e ownership esplicite,Stato iniziale pulito
docs/architecture/physical/domain-mapping/identita-accessi.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,decisioni architetturali,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
docs/architecture/physical/domain-mapping/imprese.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,decisioni architetturali,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
docs/architecture/physical/domain-mapping/mercati-internazionali.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,decisioni architetturali,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
docs/architecture/physical/domain-mapping/opportunita.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,decisioni architetturali,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
docs/architecture/physical/domain-mapping/organizzazioni.md,documentazione,clean,true,CONDIVISO,Entrambi con record separati,DUPLICARE_SCHEMA_E_STABILIRE_OWNER,SCHEMA_TEMPLATE_DUPLICATO,DEFINITIVA,decisioni architetturali,Entità usata sia da ecosistema B2B sia da partner/centri di ricerca,Stato iniziale pulito
docs/architecture/physical/domain-mapping/osservatorio.md,documentazione,clean,true,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_NEL_REPOSITORY_CENTRO_STUDI,,DEFINITIVA,decisioni architetturali,"Finalità statistica, documentale o redazionale del Centro Studi",Stato iniziale pulito
docs/architecture/physical/domain-mapping/persone.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,decisioni architetturali,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
docs/architecture/physical/domain-mapping/professionisti.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,decisioni architetturali,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
docs/architecture/physical/domain-mapping/servizi.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,decisioni architetturali,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
docs/architecture/physical/persone.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,decisioni architetturali,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
docs/architecture/reconciliation/persone-existing-system.md,documentazione,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,decisioni architetturali,"Documento di evidenza o revisione storica, non fonte normativa futura",Stato iniziale pulito
docs/costituzione-piattaforma.md,documentazione,clean,true,CONDIVISO,Entrambi come baseline storica,DUPLICARE_POI_SPECIALIZZARE,DUPLICAZIONE_CONTROLLATA,DEFINITIVA,decisioni architetturali,Baseline architetturale comune al punto di separazione,Stato iniziale pulito
docs/domain-model.md,documentazione,clean,true,CONDIVISO,Entrambi come baseline storica,DUPLICARE_POI_SPECIALIZZARE,DUPLICAZIONE_CONTROLLATA,DEFINITIVA,decisioni architetturali,Baseline architetturale comune al punto di separazione,Stato iniziale pulito
docs/platform-data-specification.md,documentazione,clean,true,CONDIVISO,Entrambi come baseline storica,DUPLICARE_POI_SPECIALIZZARE,DUPLICAZIONE_CONTROLLATA,DEFINITIVA,decisioni architetturali,Baseline architetturale comune al punto di separazione,Stato iniziale pulito
e2e/auth.spec.ts,test,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,"Playwright,Next.js","Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
e2e/business.spec.ts,test,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,"Playwright,Next.js","Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
e2e/editorial-opportunities.spec.ts,test,clean,true,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK_COMMERCIALI,,DEFINITIVA,"Playwright,Next.js","Funzione prevalentemente editoriale; i collegamenti commerciali richiedono API read-only o duplicazione controllata",Stato iniziale pulito
e2e/editorial.spec.ts,test,clean,true,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK_COMMERCIALI,,DEFINITIVA,"Playwright,Next.js","Funzione prevalentemente editoriale; i collegamenti commerciali richiedono API read-only o duplicazione controllata",Stato iniziale pulito
e2e/helpers/auth.ts,ts,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,"Playwright,Next.js","Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
e2e/helpers/supabase.ts,ts,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,"Playwright,Next.js","Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
e2e/ia.spec.ts,test,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,"Playwright,Next.js","Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
e2e/legal.spec.ts,test,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_E_RISCRIVERE_PER_PRODOTTO,,DEFINITIVA,"Playwright,Next.js","Obblighi oggi modellati sulla piattaforma e sui dati personali; il Centro Studi necessita documenti autonomi",Stato iniziale pulito
e2e/people.spec.ts,test,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,"Playwright,Next.js","Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
e2e/public.spec.ts,test,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,"Playwright,Next.js","Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
e2e/responsive.spec.ts,test,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,"Playwright,Next.js","Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
e2e/roles.spec.ts,test,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,"Playwright,Next.js","Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
e2e/self-delete.spec.ts,test,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_E_RISCRIVERE_PER_PRODOTTO,,DEFINITIVA,"Playwright,Next.js","Obblighi oggi modellati sulla piattaforma e sui dati personali; il Centro Studi necessita documenti autonomi",Stato iniziale pulito
env.example,example,clean,true,CONDIVISO,Entrambi con configurazioni autonome,DUPLICAZIONE_CONTROLLATA,DUPLICAZIONE_CONTROLLATA,DEFINITIVA,toolchain repository,"Fondazione tecnica riusabile, da separare e versionare senza coupling di deployment",Stato iniziale pulito
eslint.config.mjs,mjs,clean,true,CONDIVISO,Entrambi con configurazioni autonome,DUPLICAZIONE_CONTROLLATA,DUPLICAZIONE_CONTROLLATA,DEFINITIVA,toolchain repository,"Fondazione tecnica riusabile, da separare e versionare senza coupling di deployment",Stato iniziale pulito
next.config.ts,ts,clean,true,CONDIVISO,Entrambi con configurazioni autonome,DUPLICAZIONE_CONTROLLATA,DUPLICAZIONE_CONTROLLATA,DEFINITIVA,toolchain repository,"Fondazione tecnica riusabile, da separare e versionare senza coupling di deployment",Stato iniziale pulito
package-lock.json,json, M,true,CONDIVISO,Entrambi con configurazioni autonome,DUPLICAZIONE_CONTROLLATA,DUPLICAZIONE_CONTROLLATA,DEFINITIVA,toolchain repository,"Fondazione tecnica riusabile, da separare e versionare senza coupling di deployment",Modifica locale preesistente preservata
package.json,json, M,true,CONDIVISO,Entrambi con configurazioni autonome,DUPLICAZIONE_CONTROLLATA,DUPLICAZIONE_CONTROLLATA,DEFINITIVA,toolchain repository,"Fondazione tecnica riusabile, da separare e versionare senza coupling di deployment",Modifica locale preesistente preservata
playwright.config.ts,ts,clean,true,CONDIVISO,Entrambi con configurazioni autonome,DUPLICAZIONE_CONTROLLATA,DUPLICAZIONE_CONTROLLATA,DEFINITIVA,toolchain repository,"Fondazione tecnica riusabile, da separare e versionare senza coupling di deployment",Stato iniziale pulito
postcss.config.mjs,mjs,clean,true,CONDIVISO,Entrambi con configurazioni autonome,DUPLICAZIONE_CONTROLLATA,DUPLICAZIONE_CONTROLLATA,DEFINITIVA,toolchain repository,"Fondazione tecnica riusabile, da separare e versionare senza coupling di deployment",Stato iniziale pulito
public/file.svg,asset,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,toolchain repository,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
public/globe.svg,asset,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,toolchain repository,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
public/next.svg,asset,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,toolchain repository,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
public/vercel.svg,asset,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,toolchain repository,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
public/window.svg,asset,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,toolchain repository,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
scripts/external-data/d1d4-editorial-publish.mjs,script,clean,true,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK_COMMERCIALI,,DEFINITIVA,"Node.js,src/lib","Funzione prevalentemente editoriale; i collegamenti commerciali richiedono API read-only o duplicazione controllata",Stato iniziale pulito
scripts/external-data/d1d5-eventi-rls-runtime.sql,script,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_E_SCINDERE_EVENTI_EDITORIALI,,DEFINITIVA,"Node.js,src/lib",Evento potenzialmente commerciale o editoriale: richiede tassonomia e ownership esplicite,Stato iniziale pulito
scripts/external-data/dry-run-eurostat-lfsa-esgan.mjs,script,clean,true,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_NEL_REPOSITORY_CENTRO_STUDI,,DEFINITIVA,"Node.js,src/lib","Finalità statistica, documentale o redazionale del Centro Studi",Stato iniziale pulito
scripts/external-data/dry-run-worldbank-indicators.ts,script,clean,true,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_NEL_REPOSITORY_CENTRO_STUDI,,DEFINITIVA,"Node.js,src/lib","Finalità statistica, documentale o redazionale del Centro Studi",Stato iniziale pulito
scripts/external-data/ingest-contenuti-pilot.ts,script,clean,true,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK_COMMERCIALI,,DEFINITIVA,"Node.js,src/lib","Funzione prevalentemente editoriale; i collegamenti commerciali richiedono API read-only o duplicazione controllata",Stato iniziale pulito
scripts/external-data/ingest-eurostat-lfsa-esgan.ts,script,clean,true,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_NEL_REPOSITORY_CENTRO_STUDI,,DEFINITIVA,"Node.js,src/lib","Finalità statistica, documentale o redazionale del Centro Studi",Stato iniziale pulito
scripts/external-data/ingest-incentivi-gov-opendata.ts,script,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,"Node.js,src/lib","Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
scripts/external-data/ingest-worldbank-indicators.ts,script,clean,true,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_NEL_REPOSITORY_CENTRO_STUDI,,DEFINITIVA,"Node.js,src/lib","Finalità statistica, documentale o redazionale del Centro Studi",Stato iniziale pulito
scripts/external-data/prod-ingest-contenuti.mjs,script,clean,true,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK_COMMERCIALI,,DEFINITIVA,"Node.js,src/lib","Funzione prevalentemente editoriale; i collegamenti commerciali richiedono API read-only o duplicazione controllata",Stato iniziale pulito
scripts/m1-terms-runtime-check.mjs,script,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_E_RISCRIVERE_PER_PRODOTTO,,DEFINITIVA,"Node.js,src/lib","Obblighi oggi modellati sulla piattaforma e sui dati personali; il Centro Studi necessita documenti autonomi",Stato iniziale pulito
scripts/m2-legal-retention-runtime-check.mjs,script,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_E_RISCRIVERE_PER_PRODOTTO,,DEFINITIVA,"Node.js,src/lib","Obblighi oggi modellati sulla piattaforma e sui dati personali; il Centro Studi necessita documenti autonomi",Stato iniziale pulito
scripts/m3-m4-cumulative-runtime-check.mjs,script,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,"Node.js,src/lib","Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
scripts/m3-self-delete-runtime-check.sql,script,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_E_RISCRIVERE_PER_PRODOTTO,,DEFINITIVA,"Node.js,src/lib","Obblighi oggi modellati sulla piattaforma e sui dati personali; il Centro Studi necessita documenti autonomi",Stato iniziale pulito
scripts/m4-management-reassignment-runtime-check.mjs,script,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,"Node.js,src/lib","Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
scripts/m4-management-reassignment-runtime-check.sql,script,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,"Node.js,src/lib","Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
scripts/p3-local-smoke.mjs,script,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,"Node.js,src/lib","Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
scripts/p4-local-smoke.mjs,script,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,"Node.js,src/lib","Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
scripts/p5-local-smoke.mjs,script,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,"Node.js,src/lib","Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
src/app/accedi/page.tsx,pagina_next,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,"Next.js,React,src/lib","Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
src/app/app/amministrazione/account/[id]/page.tsx,pagina_next,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,"Next.js,React,src/lib","Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
src/app/app/amministrazione/account/page.tsx,pagina_next,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,"Next.js,React,src/lib","Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
src/app/app/amministrazione/imprese/page.tsx,pagina_next,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,"Next.js,React,src/lib","Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
src/app/app/amministrazione/layout.tsx,layout_next,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,"Next.js,React,src/lib","Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
src/app/app/amministrazione/page.tsx,pagina_next,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,"Next.js,React,src/lib","Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
src/app/app/amministrazione/riassegnazioni/page.tsx,pagina_next,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,"Next.js,React,src/lib","Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
src/app/app/amministrazione/ruoli/page.tsx,pagina_next,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,"Next.js,React,src/lib","Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
src/app/app/error.tsx,error_ui,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,"Next.js,React,src/lib","Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
src/app/app/forbidden/page.tsx,pagina_next,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,"Next.js,React,src/lib","Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
src/app/app/imprese/[id]/page.tsx,pagina_next,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,"Next.js,React,src/lib","Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
src/app/app/imprese/page.tsx,pagina_next,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,"Next.js,React,src/lib","Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
src/app/app/layout.tsx,layout_next,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,"Next.js,React,src/lib","Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
src/app/app/loading.tsx,loading_ui,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,"Next.js,React,src/lib","Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
src/app/app/onboarding/page.tsx,pagina_next,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,"Next.js,React,src/lib","Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
src/app/app/page.tsx,pagina_next,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,"Next.js,React,src/lib","Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
src/app/app/profilo/page.tsx,pagina_next,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,"Next.js,React,src/lib","Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
src/app/app/redazione/contenuti/[id]/page.tsx,pagina_next,clean,true,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK_COMMERCIALI,,DEFINITIVA,"Next.js,React,src/lib","Funzione prevalentemente editoriale; i collegamenti commerciali richiedono API read-only o duplicazione controllata",Stato iniziale pulito
src/app/app/redazione/contenuti/nuovo/page.tsx,pagina_next,clean,true,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK_COMMERCIALI,,DEFINITIVA,"Next.js,React,src/lib","Funzione prevalentemente editoriale; i collegamenti commerciali richiedono API read-only o duplicazione controllata",Stato iniziale pulito
src/app/app/redazione/contenuti/page.tsx,pagina_next,clean,true,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK_COMMERCIALI,,DEFINITIVA,"Next.js,React,src/lib","Funzione prevalentemente editoriale; i collegamenti commerciali richiedono API read-only o duplicazione controllata",Stato iniziale pulito
src/app/app/redazione/eventi/[id]/page.tsx,pagina_next,clean,true,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_EVENTI_EDITORIALI,,DEFINITIVA,"Next.js,React,src/lib",Evento potenzialmente commerciale o editoriale: richiede tassonomia e ownership esplicite,Stato iniziale pulito
src/app/app/redazione/eventi/page.tsx,pagina_next,clean,true,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_EVENTI_EDITORIALI,,DEFINITIVA,"Next.js,React,src/lib",Evento potenzialmente commerciale o editoriale: richiede tassonomia e ownership esplicite,Stato iniziale pulito
src/app/app/redazione/layout.tsx,layout_next,clean,true,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK_COMMERCIALI,,DEFINITIVA,"Next.js,React,src/lib","Funzione prevalentemente editoriale; i collegamenti commerciali richiedono API read-only o duplicazione controllata",Stato iniziale pulito
src/app/app/redazione/mercati-internazionali/[id]/page.tsx,pagina_next,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_E_SCINDERE_LINK_COMMERCIALI,,DEFINITIVA,"Next.js,React,src/lib","Funzione prevalentemente editoriale; i collegamenti commerciali richiedono API read-only o duplicazione controllata",Stato iniziale pulito
src/app/app/redazione/mercati-internazionali/page.tsx,pagina_next,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_E_SCINDERE_LINK_COMMERCIALI,,DEFINITIVA,"Next.js,React,src/lib","Funzione prevalentemente editoriale; i collegamenti commerciali richiedono API read-only o duplicazione controllata",Stato iniziale pulito
src/app/app/redazione/opportunita/[id]/page.tsx,pagina_next,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_E_SCINDERE_LINK_COMMERCIALI,,DEFINITIVA,"Next.js,React,src/lib","Funzione prevalentemente editoriale; i collegamenti commerciali richiedono API read-only o duplicazione controllata",Stato iniziale pulito
src/app/app/redazione/opportunita/page.tsx,pagina_next,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_E_SCINDERE_LINK_COMMERCIALI,,DEFINITIVA,"Next.js,React,src/lib","Funzione prevalentemente editoriale; i collegamenti commerciali richiedono API read-only o duplicazione controllata",Stato iniziale pulito
