tipo_oggetto,nome_oggetto,file_origine,simbolo_o_migration,categoria,prodotto_target,azione_futura,modalità_condivisione,decisione,dati_o_finalità,dipendenze,motivazione,note
funzione,publishEditorialContentAction,src/lib/editorial/actions.ts,publishEditorialContentAction:200,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK,API_READ_ONLY,DEFINITIVA,logica applicativa o presentazionale,import del file,Oggetto editoriale con possibili riferimenti commerciali,export async function publishEditorialContentAction(
funzione,withdrawEditorialContentAction,src/lib/editorial/actions.ts,withdrawEditorialContentAction:226,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK,API_READ_ONLY,DEFINITIVA,logica applicativa o presentazionale,import del file,Oggetto editoriale con possibili riferimenti commerciali,export async function withdrawEditorialContentAction(
funzione,createIndicatorAction,src/lib/editorial/actions.ts,createIndicatorAction:248,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_NELL_CENTRO_STUDI,,DEFINITIVA,logica applicativa o presentazionale,import del file,Finalità statistica o documentale,export async function createIndicatorAction(
funzione,updateIndicatorAction,src/lib/editorial/actions.ts,updateIndicatorAction:278,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_NELL_CENTRO_STUDI,,DEFINITIVA,logica applicativa o presentazionale,import del file,Finalità statistica o documentale,export async function updateIndicatorAction(
funzione,publishIndicatorAction,src/lib/editorial/actions.ts,publishIndicatorAction:307,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_NELL_CENTRO_STUDI,,DEFINITIVA,logica applicativa o presentazionale,import del file,Finalità statistica o documentale,export async function publishIndicatorAction(
funzione,withdrawIndicatorAction,src/lib/editorial/actions.ts,withdrawIndicatorAction:323,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_NELL_CENTRO_STUDI,,DEFINITIVA,logica applicativa o presentazionale,import del file,Finalità statistica o documentale,export async function withdrawIndicatorAction(
funzione,createSourceAction,src/lib/editorial/actions.ts,createSourceAction:343,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK,API_READ_ONLY,DEFINITIVA,logica applicativa o presentazionale,import del file,Oggetto editoriale con possibili riferimenti commerciali,export async function createSourceAction(
funzione,updateSourceAction,src/lib/editorial/actions.ts,updateSourceAction:364,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK,API_READ_ONLY,DEFINITIVA,logica applicativa o presentazionale,import del file,Oggetto editoriale con possibili riferimenti commerciali,export async function updateSourceAction(
funzione,createValueAction,src/lib/editorial/actions.ts,createValueAction:389,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK,API_READ_ONLY,DEFINITIVA,logica applicativa o presentazionale,import del file,Oggetto editoriale con possibili riferimenti commerciali,export async function createValueAction(
funzione,reviseValueAction,src/lib/editorial/actions.ts,reviseValueAction:421,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK,API_READ_ONLY,DEFINITIVA,logica applicativa o presentazionale,import del file,Oggetto editoriale con possibili riferimenti commerciali,export async function reviseValueAction(
funzione,createOrganizationAction,src/lib/editorial/actions.ts,createOrganizationAction:458,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK,API_READ_ONLY,DEFINITIVA,logica applicativa o presentazionale,import del file,Oggetto editoriale con possibili riferimenti commerciali,export async function createOrganizationAction(
funzione,updateOrganizationAction,src/lib/editorial/actions.ts,updateOrganizationAction:487,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK,API_READ_ONLY,DEFINITIVA,logica applicativa o presentazionale,import del file,Oggetto editoriale con possibili riferimenti commerciali,export async function updateOrganizationAction(
funzione,publishOrganizationAction,src/lib/editorial/actions.ts,publishOrganizationAction:516,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK,API_READ_ONLY,DEFINITIVA,logica applicativa o presentazionale,import del file,Oggetto editoriale con possibili riferimenti commerciali,export async function publishOrganizationAction(
funzione,withdrawOrganizationAction,src/lib/editorial/actions.ts,withdrawOrganizationAction:532,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK,API_READ_ONLY,DEFINITIVA,logica applicativa o presentazionale,import del file,Oggetto editoriale con possibili riferimenti commerciali,export async function withdrawOrganizationAction(
funzione,addOrganizationOfficialAction,src/lib/editorial/actions.ts,addOrganizationOfficialAction:548,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK,API_READ_ONLY,DEFINITIVA,logica applicativa o presentazionale,import del file,Oggetto editoriale con possibili riferimenti commerciali,export async function addOrganizationOfficialAction(
funzione,updateEditorialOpportunityAction,src/lib/editorial/actions.ts,updateEditorialOpportunityAction:574,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK,API_READ_ONLY,DEFINITIVA,logica applicativa o presentazionale,import del file,Oggetto editoriale con possibili riferimenti commerciali,export async function updateEditorialOpportunityAction(
funzione,publishEditorialOpportunityAction,src/lib/editorial/actions.ts,publishEditorialOpportunityAction:596,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK,API_READ_ONLY,DEFINITIVA,logica applicativa o presentazionale,import del file,Oggetto editoriale con possibili riferimenti commerciali,export async function publishEditorialOpportunityAction(
funzione,withdrawEditorialOpportunityAction,src/lib/editorial/actions.ts,withdrawEditorialOpportunityAction:615,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK,API_READ_ONLY,DEFINITIVA,logica applicativa o presentazionale,import del file,Oggetto editoriale con possibili riferimenti commerciali,export async function withdrawEditorialOpportunityAction(
funzione,rejectEditorialOpportunityAction,src/lib/editorial/actions.ts,rejectEditorialOpportunityAction:634,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK,API_READ_ONLY,DEFINITIVA,logica applicativa o presentazionale,import del file,Oggetto editoriale con possibili riferimenti commerciali,export async function rejectEditorialOpportunityAction(
funzione,publishEditorialMarketResourceAction,src/lib/editorial/actions.ts,publishEditorialMarketResourceAction:656,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK,API_READ_ONLY,DEFINITIVA,logica applicativa o presentazionale,import del file,Oggetto editoriale con possibili riferimenti commerciali,export async function publishEditorialMarketResourceAction(
funzione,markQuestionableEditorialMarketResourceAction,src/lib/editorial/actions.ts,markQuestionableEditorialMarketResourceAction:675,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK,API_READ_ONLY,DEFINITIVA,logica applicativa o presentazionale,import del file,Oggetto editoriale con possibili riferimenti commerciali,export async function markQuestionableEditorialMarketResourceAction(
funzione,rejectEditorialMarketResourceAction,src/lib/editorial/actions.ts,rejectEditorialMarketResourceAction:696,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK,API_READ_ONLY,DEFINITIVA,logica applicativa o presentazionale,import del file,Oggetto editoriale con possibili riferimenti commerciali,export async function rejectEditorialMarketResourceAction(
funzione,withdrawEditorialMarketResourceAction,src/lib/editorial/actions.ts,withdrawEditorialMarketResourceAction:714,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK,API_READ_ONLY,DEFINITIVA,logica applicativa o presentazionale,import del file,Oggetto editoriale con possibili riferimenti commerciali,export async function withdrawEditorialMarketResourceAction(
funzione,updateEditorialEventAction,src/lib/editorial/actions.ts,updateEditorialEventAction:737,CONDIVISO,Entrambi con dati separati,DUPLICARE_SCHEMA_O_ESTRARRE_MOTORE,SCHEMA_TEMPLATE_DUPLICATO,DEFINITIVA,logica applicativa o presentazionale,import del file,Eventi B2B e osservatorio separati per tassonomia e dati,export async function updateEditorialEventAction(
funzione,updateEditorialEventEditionAction,src/lib/editorial/actions.ts,updateEditorialEventEditionAction:785,CONDIVISO,Entrambi con dati separati,DUPLICARE_SCHEMA_O_ESTRARRE_MOTORE,SCHEMA_TEMPLATE_DUPLICATO,DEFINITIVA,logica applicativa o presentazionale,import del file,Eventi B2B e osservatorio separati per tassonomia e dati,export async function updateEditorialEventEditionAction(
funzione,publishEditorialEventAction,src/lib/editorial/actions.ts,publishEditorialEventAction:819,CONDIVISO,Entrambi con dati separati,DUPLICARE_SCHEMA_O_ESTRARRE_MOTORE,SCHEMA_TEMPLATE_DUPLICATO,DEFINITIVA,logica applicativa o presentazionale,import del file,Eventi B2B e osservatorio separati per tassonomia e dati,export async function publishEditorialEventAction(
funzione,withdrawEditorialEventAction,src/lib/editorial/actions.ts,withdrawEditorialEventAction:839,CONDIVISO,Entrambi con dati separati,DUPLICARE_SCHEMA_O_ESTRARRE_MOTORE,SCHEMA_TEMPLATE_DUPLICATO,DEFINITIVA,logica applicativa o presentazionale,import del file,Eventi B2B e osservatorio separati per tassonomia e dati,export async function withdrawEditorialEventAction(
funzione_arrow_o_costante,ACCOUNT_STATUS_LABELS,src/lib/admin/labels.ts,ACCOUNT_STATUS_LABELS:3,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export const ACCOUNT_STATUS_LABELS: Record<
funzione_arrow_o_costante,PERSON_ASSOCIATION_LABELS,src/lib/admin/labels.ts,PERSON_ASSOCIATION_LABELS:15,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale","export const PERSON_ASSOCIATION_LABELS: Record<string, string> = {"
funzione_arrow_o_costante,APPLICATION_ROLE_LABELS,src/lib/admin/labels.ts,APPLICATION_ROLE_LABELS:21,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale","export const APPLICATION_ROLE_LABELS: Record<string, string> = {"
funzione_arrow_o_costante,ASSIGNMENT_STATUS_LABELS,src/lib/admin/labels.ts,ASSIGNMENT_STATUS_LABELS:26,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale","export const ASSIGNMENT_STATUS_LABELS: Record<string, string> = {"
funzione_arrow_o_costante,WHITELISTED_APPLICATION_ROLES,src/lib/admin/labels.ts,WHITELISTED_APPLICATION_ROLES:31,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export const WHITELISTED_APPLICATION_ROLES = [
funzione,listPublicMarkets,src/lib/data/public/markets.ts,listPublicMarkets:43,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export async function listPublicMarkets(
funzione,getPublicMarketByCode,src/lib/data/public/markets.ts,getPublicMarketByCode:74,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export async function getPublicMarketByCode(
funzione,listHomeMarkets,src/lib/data/public/markets.ts,listHomeMarkets:91,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export async function listHomeMarkets(limit = 3) {
funzione,listPublicMarketSupportResources,src/lib/data/public/markets.ts,listPublicMarketSupportResources:103,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export async function listPublicMarketSupportResources(
funzione,slugify,src/lib/editorial/slug.ts,slugify:2,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK,API_READ_ONLY,DEFINITIVA,logica applicativa o presentazionale,import del file,Oggetto editoriale con possibili riferimenti commerciali,export function slugify(input: string): string {
funzione,listPublicOpportunities,src/lib/data/public/opportunities.ts,listPublicOpportunities:137,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export async function listPublicOpportunities(
funzione,getPublicOpportunityById,src/lib/data/public/opportunities.ts,getPublicOpportunityById:214,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export async function getPublicOpportunityById(
funzione,listHomeOpportunities,src/lib/data/public/opportunities.ts,listHomeOpportunities:264,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export async function listHomeOpportunities(limit = 3) {
funzione,destinationForAccountState,src/lib/session/guards.ts,destinationForAccountState:8,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export function destinationForAccountState(
funzione,requireAuthenticated,src/lib/session/guards.ts,requireAuthenticated:35,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export function requireAuthenticated(
funzione,requireOperationalAccount,src/lib/session/guards.ts,requireOperationalAccount:50,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export function requireOperationalAccount(
funzione,requireActiveAccount,src/lib/session/guards.ts,requireActiveAccount:121,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export function requireActiveAccount(
funzione,requireEditor,src/lib/session/guards.ts,requireEditor:139,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export function requireEditor(session: ApplicationSession | null): GuardResult {
funzione,requireApplicationAdmin,src/lib/session/guards.ts,requireApplicationAdmin:151,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export function requireApplicationAdmin(
funzione,needsInitialOnboarding,src/lib/session/guards.ts,needsInitialOnboarding:177,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export function needsInitialOnboarding(
funzione,navFlags,src/lib/session/guards.ts,navFlags:187,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export function navFlags(session: ApplicationSession | null) {
funzione_arrow_o_costante,PUBLIC_VISIBILITY_GATES,src/lib/data/public/visibility-gates.test.ts,PUBLIC_VISIBILITY_GATES:9,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export const PUBLIC_VISIBILITY_GATES = {
funzione_arrow_o_costante,DEFAULT_PAGE_SIZE,src/lib/data/public/paging.ts,DEFAULT_PAGE_SIZE:1,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale","export const DEFAULT_PAGE_SIZE = 12;"
funzione,parsePageParams,src/lib/data/public/paging.ts,parsePageParams:18,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export function parsePageParams(
funzione,paginated,src/lib/data/public/paging.ts,paginated:30,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export function paginated<T>(
funzione,param,src/lib/data/public/paging.ts,param:45,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export function param(
funzione,buildQueryString,src/lib/data/public/paging.ts,buildQueryString:54,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export function buildQueryString(
funzione,listMembershipsForBusiness,src/lib/data/authenticated/memberships.ts,listMembershipsForBusiness:24,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export async function listMembershipsForBusiness(
funzione,getOwnMembershipForBusiness,src/lib/data/authenticated/memberships.ts,getOwnMembershipForBusiness:74,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export async function getOwnMembershipForBusiness(
funzione,createSelfMembership,src/lib/data/authenticated/memberships.ts,createSelfMembership:90,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export async function createSelfMembership(input: {
funzione,concludeOwnMembership,src/lib/data/authenticated/memberships.ts,concludeOwnMembership:115,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export async function concludeOwnMembership(
funzione,assignRoleAction,src/lib/admin/actions.ts,assignRoleAction:40,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export async function assignRoleAction(
funzione,revokeRoleAction,src/lib/admin/actions.ts,revokeRoleAction:74,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export async function revokeRoleAction(
funzione,closeAccountAction,src/lib/admin/actions.ts,closeAccountAction:101,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export async function closeAccountAction(
funzione,linkPersonAction,src/lib/admin/actions.ts,linkPersonAction:124,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export async function linkPersonAction(
funzione,listPublicServiceOffers,src/lib/data/public/services.ts,listPublicServiceOffers:56,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export async function listPublicServiceOffers(
funzione,getPublicServiceOfferById,src/lib/data/public/services.ts,getPublicServiceOfferById:91,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export async function getPublicServiceOfferById(
funzione,listHomeServiceOffers,src/lib/data/public/services.ts,listHomeServiceOffers:113,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export async function listHomeServiceOffers(limit = 3) {
funzione,listPublicServiceRequests,src/lib/data/public/services.ts,listPublicServiceRequests:124,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export async function listPublicServiceRequests(
funzione,getPublicServiceRequestById,src/lib/data/public/services.ts,getPublicServiceRequestById:159,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export async function getPublicServiceRequestById(
funzione,listHomeServiceRequests,src/lib/data/public/services.ts,listHomeServiceRequests:180,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export async function listHomeServiceRequests(limit = 3) {
funzione,getApplicationSession,src/lib/session/get-application-session.ts,getApplicationSession:22,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export async function getApplicationSession(): Promise<ApplicationSession | null> {
funzione,getViewer,src/lib/session/get-application-session.ts,getViewer:79,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export async function getViewer(): Promise<Viewer> {
funzione,buildSessionFromParts,src/lib/session/get-application-session.ts,buildSessionFromParts:88,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export function buildSessionFromParts(
funzione,listPublicIndicators,src/lib/data/public/observatory.ts,listPublicIndicators:85,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_NELL_CENTRO_STUDI,,DEFINITIVA,logica applicativa o presentazionale,import del file,Finalità statistica o documentale,export async function listPublicIndicators(
funzione,getPublicIndicatorBySlug,src/lib/data/public/observatory.ts,getPublicIndicatorBySlug:114,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_NELL_CENTRO_STUDI,,DEFINITIVA,logica applicativa o presentazionale,import del file,Finalità statistica o documentale,export async function getPublicIndicatorBySlug(
funzione,listHomeIndicators,src/lib/data/public/observatory.ts,listHomeIndicators:158,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_NELL_CENTRO_STUDI,,DEFINITIVA,logica applicativa o presentazionale,import del file,Finalità statistica o documentale,export async function listHomeIndicators(limit = 3) {
funzione,listMyBusinesses,src/lib/data/authenticated/businesses.ts,listMyBusinesses:43,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export async function listMyBusinesses(
funzione,getBusinessById,src/lib/data/authenticated/businesses.ts,getBusinessById:102,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export async function getBusinessById…176 tokens truncated…11:export async function relatedForProfessional(profile: {
funzione,relatedForMarket,src/lib/data/public/related.ts,relatedForMarket:166,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export async function relatedForMarket(marketId: string): Promise<RelatedLinkGroup[]> {
funzione,relatedForOpportunity,src/lib/data/public/related.ts,relatedForOpportunity:221,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export async function relatedForOpportunity(
funzione,relatedForEvent,src/lib/data/public/related.ts,relatedForEvent:288,CONDIVISO,Entrambi con dati separati,DUPLICARE_SCHEMA_O_ESTRARRE_MOTORE,SCHEMA_TEMPLATE_DUPLICATO,DEFINITIVA,logica applicativa o presentazionale,import del file,Eventi B2B e osservatorio separati per tassonomia e dati,export async function relatedForEvent(event: {
funzione,relatedForServiceOffer,src/lib/data/public/related.ts,relatedForServiceOffer:379,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export async function relatedForServiceOffer(offer: {
funzione,relatedForContent,src/lib/data/public/related.ts,relatedForContent:448,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK,API_READ_ONLY,DEFINITIVA,logica applicativa o presentazionale,import del file,Oggetto editoriale con possibili riferimenti commerciali,export async function relatedForContent(detail: {
funzione,getOwnPersonContact,src/lib/data/authenticated/person-contact.ts,getOwnPersonContact:22,PONTE_IMPRESE,PonteImprese,MIGRARE_E_RIVALUTARE,,DEFINITIVA,logica applicativa o presentazionale,import del file,Responsabilità legale legata ai dati operativi attuali,export async function getOwnPersonContact(
funzione,upsertOwnPersonContact,src/lib/data/authenticated/person-contact.ts,upsertOwnPersonContact:38,PONTE_IMPRESE,PonteImprese,MIGRARE_E_RIVALUTARE,,DEFINITIVA,logica applicativa o presentazionale,import del file,Responsabilità legale legata ai dati operativi attuali,export async function upsertOwnPersonContact(
funzione,personHasSharedNetworkContact,src/lib/data/authenticated/person-contact.ts,personHasSharedNetworkContact:69,PONTE_IMPRESE,PonteImprese,MIGRARE_E_RIVALUTARE,,DEFINITIVA,logica applicativa o presentazionale,import del file,Responsabilità legale legata ai dati operativi attuali,export async function personHasSharedNetworkContact(
funzione,getNetworkPersonContact,src/lib/data/authenticated/person-contact.ts,getNetworkPersonContact:82,PONTE_IMPRESE,PonteImprese,MIGRARE_E_RIVALUTARE,,DEFINITIVA,logica applicativa o presentazionale,import del file,Responsabilità legale legata ai dati operativi attuali,export async function getNetworkPersonContact(
funzione_arrow_o_costante,PUBLIC_LIST_FILTER_PARAMS,src/lib/data/public/public-domains.test.ts,PUBLIC_LIST_FILTER_PARAMS:21,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export const PUBLIC_LIST_FILTER_PARAMS = {
funzione,listPublicProfessionals,src/lib/data/public/professionals.ts,listPublicProfessionals:42,PONTE_IMPRESE,PonteImprese,MIGRARE_IN_PONTEIMPRESE,,DEFINITIVA,logica applicativa o presentazionale,import del file,"Funzione operativa, identitaria o commerciale",export async function listPublicProfessionals(
